v,i,p,s,q,pf,ih3,ih5,ih7,ih9,ih11,ih13,ih15,ih17,ih19,ih21,ih23,ih25,ih27,ih29,ithd,vh3,vh5,vh7,vh9,vh11,vh13,vh15,vh17,vh19,vh21,vh23,vh25,vh27,vh29,vthd,filename,device,device name,voltagerange,Status,devicenumber,State,Type
230.8,0,0,0,0,1,0.3,3,0.8,0.4,0.9,0.8,0.5,0.2,0.3,0.2,0.3,0.3,0.7,0.3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
230.7,0,0,0,0,1,0.4,2.3,1.6,1.3,0.2,0.1,0.5,0.5,0.2,0.2,0.7,0.4,0.2,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
230.7,0,0,0,0,1,0.5,3,1,0.5,0.5,0.4,0.4,0.2,0.3,0.1,0.5,0.2,0.4,0.3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
230.7,0,0,0,0,1,0.4,2.5,1.8,1.5,0.3,0.2,0.5,0.4,0.2,0.2,0.8,0.7,0.1,0.2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
230.7,0,0,0,0,1,0.3,2.3,1.6,1.1,0.5,0.2,0.9,0.8,0.2,0.2,0.8,0.7,0.2,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
230.6,0,0,0,0,1,0.4,2.2,1.6,1.1,0.4,0.1,0.9,0.7,0.3,0.2,0.6,0.7,0.2,0.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
230.5,0,0,0,0,1,0.3,2.7,0.9,0.6,0.9,0.7,0.9,0.2,0.4,0.1,0.5,0.5,0.4,0.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
230.1,0,0,0,0,1,0.3,2.1,1.6,1.1,0.4,0.4,0.7,0.8,0.3,0.2,0.7,0.3,0.3,0.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
230.4,0,0,0,0,1,0.2,2.3,1.5,1.1,0.4,0.2,0.6,0.7,0.1,0.1,0.6,0.5,0,0.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
230.4,0,0,0,0,1,0.4,2.2,1.8,1.3,0.1,0.1,0.6,0.5,0.3,0.3,0.6,0.8,0.2,0.2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV230.csv,monitor,m4- dell ,V230,sl,24,6,3
223.2,0.297,21.4,66.3,18.3,0.324,0.2,2.6,1.3,1.3,0.8,0.4,1,1,0.1,0,0.8,0.9,0,0.1,3.9,94.2,89.4,78.2,71.9,64.4,51.3,38.1,28.6,19.3,17.3,13,17.6,13.5,10,196.6,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.2,0.296,21.3,66.2,18.2,0.322,0.3,2.5,1.5,1.1,1.1,0.3,0.7,0.5,0.2,0,0.5,0.5,0.1,0.1,3.7,98.2,87.2,77.4,67,55.7,34.2,28.1,17.5,13.1,2.6,1.7,6.2,4.9,2.2,182.8,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.3,0.295,21.2,65.9,18.1,0.322,0.3,2.6,1.7,1.3,0.8,0.3,0.9,0.7,0.3,0.2,0.5,0.4,0.2,0.1,3.9,98.4,91.5,76.4,67.4,53.2,38,30.1,17.1,14.6,13.3,10.1,11,10.5,4.7,186.3,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.295,21.1,65.9,18.1,0.321,0.2,2.3,1.1,1.1,1,0.5,0.9,0.9,0,0.1,0.7,0.6,0.2,0.3,3.5,96.9,87.5,83,81.4,62,59,45.8,34.7,26.3,21.6,12.3,11.8,16.6,17.6,208,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.295,21.1,66,18,0.32,0.4,2.3,1.7,1.3,1,0.4,0.8,0.8,0.2,0.1,0.4,0.6,0.3,0.2,3.7,98.9,91.5,79,70.5,55.8,43.7,27.8,18.1,9.9,6.5,7.7,6.5,5.4,5,189.4,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.295,21,65.9,18,0.32,0.2,2.5,1.3,1.5,0.9,0.3,0.4,0.5,0.1,0.2,0.5,0.3,0.1,0.2,3.5,100.9,89.7,78.7,67.9,53.3,40,28.3,23.1,20.3,22.3,22.8,21.8,17.6,13.4,193,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.295,21,65.9,18,0.319,0.3,2.6,1.3,1.3,1.1,0.5,0.9,0.9,0.3,0.2,0.6,0.4,0.2,0.1,4,97.7,87,76.5,68.5,55.7,43.3,28.8,15.8,3.2,5.7,5.4,8,7.9,5.7,184.5,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.294,21,65.9,18,0.319,0.3,2.5,1.6,1.3,1.1,0.3,1.1,1.1,0.3,0.1,0.6,0.6,0.1,0,4,100.4,89.2,79.9,69.2,56.3,40.3,34.2,26.1,19.3,15.6,11,13.5,10,0.8,192.3,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.295,21,66,18,0.318,0.5,3.2,0.9,0.4,1.5,1.3,0.8,0.7,0.2,0.1,0.2,0.2,0.7,0.4,4.2,97.7,88.5,80.2,67.5,56.7,47.6,33.1,20.6,12.6,10.4,8,7.4,8.5,9.1,189.6,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.295,20.9,66,18,0.318,0.3,2.3,1.8,1.5,1.1,0.5,0.8,0.9,0.2,0.3,0.6,0.4,0.2,0.1,4,96.9,90.5,79.2,72.2,53.6,41.5,29.6,15,11.3,6.5,10,9.4,8,7.4,187.8,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.295,20.9,66,18,0.317,0.2,2.5,1,1.3,0.9,0.5,1.1,1,0.1,0.1,1,0.9,0,0.2,3.7,98.2,88.4,85.2,76,67.5,54.6,46.2,35.2,24.6,14.5,7,11,6.2,6.9,206.1,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.295,20.9,65.9,18,0.317,0.3,2.5,1.7,1.3,1.1,0.2,1.1,1.1,0.3,0,0.5,0.5,0.1,0,4,98.7,90.9,83,72,60.2,40.7,31.3,19.6,14.5,10.5,14.3,14.8,14.3,12.5,194.5,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.4,0.294,20.9,65.9,18,0.318,0.3,2.3,1,1.1,0.9,0.3,1,1,0.1,0.3,0.6,0.5,0.1,0.1,3.5,98,88.7,77.4,69.7,56.7,37.1,29.1,19.3,10.9,1,4.9,6.9,7.5,4.4,185.5,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.5,0.294,20.9,65.9,17.9,0.317,0.3,2.5,1.1,1.1,1,0.2,1,1.1,0.1,0.1,0.6,0.6,0,0.2,3.6,99.9,90.4,79.2,65.5,56.5,42.7,24.6,19.6,11.1,10.8,10.3,7.7,5.9,2.7,187.6,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223,0.294,20.9,65.7,18,0.318,0.2,2.3,1.1,1.1,0.8,0.3,1,1,0.1,0.3,0.5,0.4,0.1,0.1,3.5,97.7,87.4,79.4,68,56.2,39.5,28.1,19.5,9.9,2.5,4.7,6,6.7,3.6,185,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223,0.295,20.9,65.8,17.9,0.318,0.3,2.3,1.8,1.5,0.8,0.3,0.9,0.8,0.4,0.3,0.5,0.3,0.3,0,3.7,100,89.5,76.7,63.5,52.5,35.2,25.8,13.8,2.6,3.7,1.1,2.5,0.2,0.7,181.3,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223,0.294,20.8,65.7,18,0.318,0.4,2.3,1.6,1.3,1,0.3,0.9,0.7,0.3,0.1,0.5,0.5,0.2,0.2,3.7,97.7,89.4,82.2,71.2,60.2,38.3,29.5,20.5,11.8,3.7,6.7,4,5.5,5,190,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223,0.295,20.8,65.8,17.9,0.317,0.4,2.6,1.3,1.3,1,0.2,0.7,0.6,0,0,0.6,0.5,0.1,0.1,3.7,99,91.5,78.5,65.7,51.3,41.2,25.8,17.8,15.4,15.4,16.1,14.5,13.1,6,187.6,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223,0.293,20.8,65.5,18,0.319,0.3,2.3,1,1.1,0.8,0.3,1,1,0,0.2,0.5,0.4,0.1,0.1,3.5,98.9,87.2,80.5,69.9,57.3,37.8,30.3,21.1,10.3,7,3.7,7,5.4,1.1,187.5,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.1,0.293,20.8,65.5,17.9,0.318,0.3,2.5,1.1,1.3,0.8,0.3,0.6,0.6,0.2,0.2,0.7,0.5,0.1,0.1,3.5,93.7,87.2,76,65,48.3,32.2,29.5,20.5,21.8,21.6,15.5,20,15.5,12,181.9,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.1,0.293,20.8,65.5,18,0.318,0.2,2.2,1.6,1.5,1.1,0.4,0.8,0.8,0.2,0.2,0.7,0.5,0.1,0.1,3.7,98.7,90.2,79.5,66.7,52.7,34.8,33.8,24.3,24.1,20.6,18.6,19.5,17.6,14,191.5,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.1,0.294,20.8,65.6,17.8,0.318,0.3,2.2,1.3,1.3,1.1,0.2,0.9,0.8,0.1,0.3,0.4,0.6,0.2,0.1,3.6,98.7,87.7,78.5,66.9,57.8,39.8,33.2,20.3,13,7.2,5.7,3.2,6.2,6.7,186.9,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.1,0.294,20.8,65.7,17.9,0.318,0.3,2.3,1.5,1.5,1.1,0.3,1,0.9,0.2,0.2,0.3,0.5,0.1,0,3.9,97.7,93.4,84.7,80.7,70.7,55.5,49.2,37.1,28.8,20.5,19.8,15.6,21.3,21.1,216,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.1,0.294,20.9,65.6,17.9,0.318,0.4,2.5,1.1,1.1,0.9,0.2,0.9,1,0,0.1,0.6,0.6,0.1,0.4,3.7,98.4,89.9,87.4,78.2,67.7,57.7,49,38.5,30.1,22,12.5,20.3,23.8,21.6,215.4,m4fbV220.csv,monitor,m4- dell ,V220,fb,24,5,3
223.5,0.226,14.8,50.7,14.8,0.292,0.3,2.6,0.9,1.1,0.9,0.4,0.7,0.9,0.1,0.1,0.7,0.6,0.1,0.1,3.5,99.7,87.7,80.2,76.4,64.4,43,40.5,14.4,4.2,4.7,1.3,7.5,9.3,6.2,185.9,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.5,0.226,14.7,50.7,14.7,0.291,0.6,3.1,0.9,0.4,1,1,1,0,0.3,0.1,0.4,0.4,0.6,0.3,4,98.4,85.7,72.7,65.7,54.7,38.3,24.6,17.6,17.3,19.6,13,13.9,10.3,10.1,182.6,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.5,0.227,14.8,50.8,14.8,0.291,0.5,2.5,1.5,1.3,0.8,0.5,0.7,0.6,0.3,0.1,0.7,0.6,0.1,0.1,3.7,101.5,90,80.2,77.5,64.4,48.3,39.1,25.3,19.8,8.4,3.9,15.5,17.1,12.8,201.9,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.4,0.227,14.8,50.8,14.8,0.291,0.4,2.6,1.3,1.1,1,0.4,0.7,0.4,0.2,0,0.7,0.6,0.1,0,3.7,95.9,88.2,85.5,85.5,67.5,57.5,50.2,38.6,32.1,29.8,12.4,15.4,10.1,12.6,214.8,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.4,0.228,14.7,50.9,14.8,0.289,0.3,2.5,1.3,1.3,1,0.3,0.5,0.5,0.2,0.3,0.5,0.4,0.1,0.1,3.6,97.2,87.5,80.4,87.5,71,65,47,40.1,36.3,22.5,18.1,9.9,12.4,16,217,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.4,0.228,14.8,50.9,14.8,0.29,0.3,2.7,1.1,1.1,1,0.3,1.1,1.1,0,0.2,0.5,0.4,0,0.1,3.7,93.7,86.5,75.7,65.2,54.3,35.5,29.3,19.1,16,15,14.9,19.8,16.1,6.4,182,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.227,14.7,50.8,14.7,0.289,0.1,2.5,1.3,1.3,1,0.4,0.7,0.8,0.2,0.1,0.7,0.5,0.1,0.2,3.7,99.7,92.7,86.7,90,74.5,63.6,47.1,40.5,34.7,24.8,20.3,17.1,24.3,30.6,227.4,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.4,0.227,14.8,50.8,14.7,0.291,0.3,2.5,1.5,1.3,0.8,0.3,0.9,0.8,0.3,0.3,0.6,0.3,0.2,0.1,3.7,96.2,86,77.5,66.5,54.2,35.3,27.6,16.3,9,1.7,5.5,5,5.7,2.6,180.5,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.4,0.227,14.8,50.9,14.7,0.291,0.3,2.5,1.6,1.3,1.1,0.4,1,1,0.2,0.1,0.6,0.7,0.1,0.1,3.9,95.7,84.2,77,65.9,53.1,36.7,24.8,18.3,12.8,10.9,12.5,15.4,15.5,15.5,181.3,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.4,0.227,14.7,50.8,14.8,0.29,0.4,2.7,1.3,1.1,1.1,0.2,0.9,1.1,0,0.2,0.5,0.5,0,0.2,3.9,97.4,87.2,74,68,52.3,40.7,26.3,20,17.6,19.1,16.1,14,12.8,6.7,184.6,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.227,14.8,50.8,14.7,0.291,0.4,2.5,1.3,1.1,0.9,0.3,0.6,0.7,0,0.1,0.5,0.6,0,0.2,3.5,97.5,88.7,77,73,53.5,41.2,32.1,23.6,22.5,23.3,15,16.1,15.4,12.5,191.9,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.227,14.8,50.8,14.7,0.291,0.4,2.5,1.7,1.3,0.9,0.3,1.1,0.8,0.3,0,0.6,0.7,0,0,4,95.7,90.5,76.7,69.7,59.2,49.2,34.7,18.3,8,4.4,6.4,9.3,6.2,3.2,189.4,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.227,14.7,50.7,14.8,0.291,0.5,2.7,1.3,1.3,1.1,0.3,0.9,1,0.1,0.1,0.5,0.5,0.2,0.3,3.9,97.7,91.7,84.4,78.5,73.9,54.6,52.7,37.7,28.5,18.6,19.6,17.6,15.5,15.8,215.1,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.227,14.8,50.8,14.7,0.291,0.4,2.6,1.3,1.3,0.7,0.4,0.5,0.7,0.1,0.1,0.4,0.6,0.1,0.2,3.6,97,85.7,76.5,64.7,47.1,39.3,24.6,17.3,15.8,20.8,15.6,17.6,15.1,9.9,181.9,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.228,14.8,50.9,14.8,0.29,0.4,2.6,1.5,1.1,0.9,0.4,0.8,0.7,0.3,0.2,0.5,0.4,0.2,0.1,3.7,97.5,93.4,86.4,83.4,68,59.2,56.8,42,33.3,25.1,14,15.3,18.1,24.1,221.1,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.228,14.8,50.9,14.7,0.29,0.3,2.5,1.9,1.3,1.1,0.4,1.1,1,0.2,0,0.7,0.7,0.2,0.1,4.2,98.5,94,92.5,84.9,68.2,61.7,56.2,43.3,34.2,26.5,15.8,14,14.8,15.3,225,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.227,14.8,50.8,14.7,0.291,0.2,2.3,1.1,1.1,0.7,0.3,0.8,0.9,0.1,0.2,0.6,0.3,0.2,0.2,3.3,100.9,91.5,83.2,80.7,74.4,49.7,41.2,32.7,26.8,14,21.6,14,9.1,7.7,211,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.227,14.8,50.8,14.7,0.291,0.2,2.7,1.1,1.1,1.1,0.2,1,1.1,0,0.2,0.6,0.4,0.1,0.2,3.7,95.2,84,74.9,68,52,36.2,30.5,21.1,19.3,8.9,5.7,7.5,3.6,4.4,194.6,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.228,14.8,51,14.7,0.29,0.6,3.2,1.1,0.4,0.9,1,0.9,0.1,0.1,0.3,0.4,0.3,0.8,0.3,4,93.4,90.2,84.7,78.2,71.2,57,53.3,35,26.1,23.3,7.7,7.7,3.3,1.8,209.6,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.228,14.7,51,14.8,0.289,0.2,2.6,1,1.3,0.9,0.3,0.8,0.7,0.1,0.1,0.6,0.5,0.2,0.2,3.6,98.4,88.5,80.9,69.9,57.7,38,29.8,21.1,18.8,20.3,19.1,20.6,17.5,12,192.8,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.3,0.228,14.8,51,14.7,0.289,0.2,2.5,1.7,1.5,1.1,0.3,0.7,0.7,0.3,0.3,0.6,0.4,0.3,0.1,3.9,95.5,80.9,75.5,68.7,54.3,40.2,34.2,20.6,14.5,11.1,4,2.6,4.5,2,180.8,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.5,0.228,14.7,51.1,14.8,0.289,0.4,2.3,1.8,1.3,1,0.2,0.4,0.5,0.3,0.3,0.3,0.5,0.1,0,3.7,97,88.5,80,73.2,62.3,49.1,35.1,25.1,11.5,10.5,7,5.5,6.5,1.1,193.9,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.5,0.228,14.7,51,14.7,0.289,0.3,2.7,1.5,1.3,1.1,0.3,1.1,1.1,0.1,0.2,0.5,0.5,0,0,4,96,88.2,81.7,71.9,57.7,38.2,30.6,24.1,20,16.5,17.5,16.5,13,12.8,191.8,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
223.4,0.228,14.8,51,14.7,0.29,0.1,2.5,1.1,1.3,0.8,0.2,0.4,0.6,0.1,0,0.8,0.6,0,0.1,3.5,96.2,85.9,76.5,66.2,60.5,43.2,25.6,17.1,7.7,6.2,10.3,3.9,4.7,5,183.5,m4mbV220.csv,monitor,m4- dell ,V220,mb,24,5,3
230.7,0.171,12.2,39.4,13.3,0.308,0.2,2.3,1.7,0.9,0.9,0.2,1,0.8,0.3,0.2,0.4,0.3,0.1,0.1,3.6,97.5,85.5,59.5,52.2,37,27.5,21.6,13,11.8,7.7,12.9,11.4,10.9,10.5,163,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.6,0.169,12.2,39,13.4,0.312,0.3,2.3,1.6,0.9,1.1,0.4,0.8,0.9,0.1,0.1,0.4,0.6,0.1,0.2,3.7,99.9,87.5,65.7,48.5,31.1,16.1,14,12,10.3,12,9,8,7.7,4,162.5,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.7,0.167,12.1,38.6,13.3,0.314,0.2,2.3,1.6,1,0.9,0.1,0.4,0.5,0.2,0.3,0.4,0.5,0,0.1,3.5,102,84.2,56.2,54.3,57.2,37.5,33.7,17.5,2.1,1.1,6.2,10.3,11,14.4,174,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.8,0.168,12.2,38.8,13.3,0.313,0.2,2.6,1.5,1,0.7,0.2,0.8,0.8,0.2,0.2,0.5,0.4,0.2,0,3.6,95.7,78.4,58.7,58.7,54.5,43.7,34.2,23.3,24.8,10.3,5,1.1,4.7,3.5,172.1,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.7,0.167,12.2,38.7,13.3,0.314,0.1,2.3,1.6,0.9,0.9,0.3,0.7,0.7,0.2,0.1,0.6,0.4,0.4,0.1,3.5,99,88,63.7,58.3,35.8,22.8,19.8,16.8,12.5,4.2,2.3,8.4,4,8.1,167,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.8,0.167,12.2,38.7,13.3,0.313,0.1,2.5,1.3,1.1,1,0.2,0.6,0.6,0.1,0.3,0.7,0.4,0.1,0,3.6,102,88.7,74.2,60.2,44.3,39.7,26.3,20.1,8.5,5.7,5.7,8.5,7.4,6.2,180.1,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.8,0.169,12.1,39,13.3,0.31,0.2,3.5,0.6,0.4,1.1,1.1,0.4,0.4,0.5,0.2,0.4,0,0.4,0.3,4.2,99.7,82.5,66.5,53.7,46.3,32.1,26.8,17.3,7.9,7.7,11,11.6,7.2,4,169.5,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.7,0.169,12.2,39.2,13.3,0.31,0,2.3,1.6,1.1,0.9,0.1,0.7,0.5,0.3,0.2,0.6,0.4,0.3,0.1,3.6,100,80.5,64,55.8,51.7,33.7,22.6,14.5,11.4,4,4.2,4,5.9,3.7,168.9,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.5,0.167,12.2,38.6,13.3,0.315,0.1,2.7,1.6,1.1,0.9,0.4,0.7,0.8,0,0.2,0.6,0.5,0,0.1,3.7,93.2,80.4,62.7,37.2,22.6,9.3,7.5,5.5,1.6,10,13.5,11,3,9.3,147.4,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.2,0.167,12.2,38.5,13.2,0.317,0.4,3.2,0.7,0.2,1,1,0.3,0.6,0.4,0,0.2,0.4,0.5,0.2,3.7,97.7,84.2,61.6,53.5,47,26.1,25.8,17.6,3.1,5.5,3,5.4,7.2,2.7,165.4,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.2,0.167,12.3,38.6,13.2,0.317,0.1,2.5,1.5,0.9,1.1,0.2,0.8,0.6,0,0.1,0.5,0.5,0.1,0,3.6,102.2,88.5,65.9,50.7,43.6,30.3,24.8,21.1,1.3,6,10.3,8.1,3,6.2,171.4,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.2,0.168,12.3,38.7,13.3,0.316,0.1,2.6,1.7,1.1,0.9,0.2,0.7,0.6,0.2,0.3,0.4,0.4,0.1,0,3.7,100.5,85.7,67.5,53.7,35.2,19.1,19.8,18.6,10.5,8.8,1.8,4.5,7.5,1.3,165.9,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.2,0.166,12.3,38.4,13.1,0.318,0.1,2.6,1.6,1.1,0.8,0.3,0.9,0.8,0.2,0.1,0.6,0.6,0.1,0.1,3.7,98,78.4,65.5,48.1,29.6,13.3,11.6,8.1,9.1,8.5,1,5.2,9.8,8.9,155,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.1,0.167,12.2,38.5,13.2,0.317,0.2,3.2,0.8,0.4,0.7,1,0.8,0.1,0.4,0,0.4,0.4,0.4,0.2,3.7,101,82.4,67.5,50.5,32.7,11.3,12.6,7,5.9,12.1,5.7,12.5,10.6,12.5,161.9,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.1,0.168,12.2,38.7,13.3,0.314,0.4,3.2,0.8,0.3,1.1,0.8,0.1,0.6,0.6,0,0.4,0.3,0.4,0.4,3.9,98.5,87,65.4,57.1,54.7,36.2,38.2,21.8,17.5,6.5,0.8,4.4,4.7,5.7,177.5,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.3,0.169,12.2,39,13.3,0.312,0.2,3.2,0.8,0.2,0.8,1.1,0.8,0.1,0.4,0.1,0.4,0.3,0.4,0.3,3.7,91.4,73,62.7,56,52.6,51.2,36.5,27.5,16.8,7.4,4.5,5,4.7,2.7,169.3,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.3,0.169,12.1,38.9,13.3,0.311,0.1,2.7,1.3,1.1,0.7,0.2,0.7,0.7,0.2,0.2,0.5,0.5,0.1,0.2,3.6,100.4,88.5,68.7,60.2,47.3,33.7,33.6,30.6,23.5,8.9,6.7,5.7,9.9,11.5,180.9,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.2,0.168,12.2,38.8,13.3,0.314,0.1,2.7,1.5,1.1,0.9,0.2,0.8,0.7,0.1,0.2,0.4,0.5,0.3,0.1,3.7,101.5,84.7,62,54.2,51.7,30.6,32.1,19.6,14.8,3.2,11.5,16.3,21.6,24.6,176.3,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.2,0.17,12.2,39.1,13.3,0.311,0,2.6,1.1,1,1,0.4,0.6,0.6,0.2,0.3,0.7,0.5,0.1,0,3.6,102.5,92.2,71.7,56.5,42.7,32.8,24.1,17.8,13.1,5.7,6,11.4,11.6,10.3,170.8,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.2,0.169,12.2,39,13.3,0.313,0.3,2.6,1.7,1,0.9,0.4,0.8,0.8,0.1,0.2,0.5,0.4,0.2,0.2,3.7,92.4,75.9,61.6,52.5,48.3,49.6,36.2,24.3,17,6.5,5.2,5.9,9.9,14.9,168.3,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230,0.169,12.2,39,13.3,0.312,0,2.5,1.3,1.1,0.7,0.3,0.8,0.8,0.2,0.2,0.5,0.4,0.2,0.1,3.5,97.5,81.9,67,50,43.8,26.5,27.6,17.3,9.3,6.7,7.5,14,5.5,6.4,165.5,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230,0.167,12.2,38.6,13.1,0.316,0.1,2.6,1.3,1.1,0.9,0.3,0.6,0.6,0.2,0.3,0.6,0.4,0.1,0.1,3.5,100,84.5,65.7,54.5,49.7,27,30.1,16.8,9.1,4.2,7.7,10.6,12.5,10.8,171.5,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230,0.169,12.2,38.8,13.3,0.313,0,2.7,1.3,1,0.9,0.5,0.8,0.7,0.3,0.2,0.6,0.6,0,0.2,3.7,105,86.9,66.9,51,34.6,10.5,13,7.7,14,13.8,7.9,7.2,8.3,12,167.1,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
230.1,0.167,12.2,38.6,13.2,0.316,0.2,2.6,1.5,0.8,1,0.4,0.7,0.6,0.2,0,0.7,0.4,0.2,0.1,3.6,95.4,79.5,62.6,50.2,46.2,24.8,23.3,11,7.7,2,2.7,9,7.4,8.6,159.9,m4mbV230.csv,monitor,m4- dell ,V230,mb,24,5,3
220.9,0,0,0,0,1,0.5,2.3,1.5,1.3,1,0.3,0.8,0.8,0,0.2,0.4,0.4,0.2,0.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV220.csv,monitor,m4- dell ,V220,sl,24,6,3
220.8,0,0,0,0,1,0.7,2.6,1.8,1.3,1,0.2,1.1,0.9,0.4,0.2,0.6,0.6,0.1,0.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m4slV220.csv,monitor,m4- dell ,V220,sl,24,6,3
